class,subclass,r_id,r_name,classification_notes,additional_info,link
Association,Therapeutic,RxNorm - CVX,RxNorm - CVX (OMOP),Links therapeutic interventions to clinical indications or contraindications. Example: [hepatitis B immune globulin] -> [hepatitis B immune globulin],,
Composition,Logical,RxNorm - DOI,RxNorm contained in DOI (OMOP),"Conceptual grouping/aggregation of entities (e.g., Q&A, HOI, SMQ, Schema). Example: [thioridazine] -> [OMOP Typical Antipsychotics]",,
Identity,Exact equivalence,RxNorm - ETC name,RxNorm to ETC equivalent by concept_name (OMOP),"Explicitly tagged as equivalent, representing exact semantic identity.",,
Association,Therapeutic,RxNorm - SPL,RxNorm to SPL (NLM),Links therapeutic interventions to clinical indications or contraindications. Example: [0.5 ML hepatitis B immune globulin 220 UNT/ML Prefilled Syringe [Hyperhep B]] -> [hepatitis b immune globulin (human) 220[iU]/mL INTRAMUSCULAR INJECTION [hyperhep b s/d]],,
Attribute,Pharmaceutical,RxNorm dose form of,Dose form of (RxNorm),Qualifies physical drug delivery properties or dose forms. Example: [Vaginal Mechanical Pessaries with Substance] -> [estradiol 0.025 MG Vaginal Mechanical Pessaries with Substance Box of 15],Links specific pharmaceutical dose form to a drug.,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-RXNORM_EXTENSION#result
Attribute,Pharmaceutical,RxNorm has dose form,Has dose form (RxNorm),Qualifies physical drug delivery properties or dose forms. Example: [hepatitis B immune globulin 200 UNT/ML Injectable Solution] -> [Injectable Solution],Links a drug to its specific pharmaceutical dose form.,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-RXNORM_EXTENSION#result
Identity,Version lineage,RxNorm replaced by,Concept replaced by (RxNorm),Handles lifecycle transitions and deprecated concept history.,,
Identity,Version lineage,RxNorm replaces,Concept replaces (RxNorm),Handles lifecycle transitions and deprecated concept history.,,
Hierarchy,Categorical – up,Scale type of,Scale type of,Assigns a concept to a high-level grouping or classification chapter. Example: [Multi] -> [Body measurements],,
Identity,Near equivalence,Schema to ICDO,Schema to ICDO Condition (NAACCR),"Links commercial or contextually similar entities (e.g., brand names, biosimilars, external maps). Example: [Malignant Melanoma of Maxillary Sinus] -> [Malignant melanoma, NOS, of maxillary sinus]",,
Attribute,Measurement,Schema to Value,Schema to Value (NAACCR),"Defines metrics, scales, units, and quantitative properties of an observation. Example: [Malignant Melanoma of Maxillary Sinus] -> [Level II lymph node(s) involved]",,
Composition,Logical,Schema to Variable,Schema to Variable (NAACCR),"Conceptual grouping/aggregation of entities (e.g., Q&A, HOI, SMQ, Schema). Example: [Malignant Melanoma of Maxillary Sinus] -> [Path Date Spec Collect 2]",,
Composition,Logical,SMQ - MedDRA,SMQ consists of MedDRA (MedDRA),"Conceptual grouping/aggregation of entities (e.g., Q&A, HOI, SMQ, Schema).",,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Composition,Logical,SNOMED - HOI,SNOMED contained in HOI (OMOP),"Conceptual grouping/aggregation of entities (e.g., Q&A, HOI, SMQ, Schema). Example: [Chronic peptic ulcer with hemorrhage AND with perforation but without obstruction] -> [OMOP Upper GastrointestinaI Ulcer 2]",,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-SNOMED#equivalent-and-categorical-relationships
Association,Mapping,SNOMED - OPCS4,SNOMED to OPCS4 equivalent or categorical (NHS),"Per its own r_name, this bundles true 1:1 equivalences together with loose categorical or broader mappings, used when no clean OPCS4-to-SNOMED equivalent exists. It is a no-clean-mapping fallback, not a trustworthy equivalence.",,
Hierarchy,Categorical – up,SNOMED cat - CPT4,SNOMED category to CPT-4 (OMOP),"Assigns a concept to a high-level grouping or classification chapter. Example: [Hospital admission] -> [Induced abortion, by 1 or more intra-amniotic injections (amniocentesis-injections), including hospital admission and visits, delivery of fetus and secundines; with hysterotomy (failed intra-amniotic injection)]",,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-SNOMED#equivalent-and-categorical-relationships
Association,Administrative,SNOMED proc - HCPCS,SNOMED procedure subsumes HCPCS (OMOP),"Operational link for system billing, metadata, dictionaries, or encounter tracking.",,
Association,Diagnostic,Specimen of,Specimen of (SNOMED),"Links evidence, tests, variants, or clinical findings to support diagnostic reasoning. Example: [Tissue specimen from left breast] -> [Mammography of left breast specimen]",Indicates the type of specimen on which a measurement or observation is performed.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/procedure/procedure-defining-attributes/evaluation-procedure-attributes#has-specimen
Association,Diagnostic,Specimen topo of,Specimen source topography of (SNOMED),"Links evidence, tests, variants, or clinical findings to support diagnostic reasoning. Example: [Structure of right cerebellar hemisphere] -> [Tissue specimen from right hemisphere of cerebellum]",,
Attribute,Temporal,Start date of,Start date of,"Qualifies clinical events by their timing, sequence, or duration. Example: [RX Date BRM] -> [RX Summ--BRM]",,
Association,Therapeutic,Steroid tx of,Steroid therapy of (HemOnc),Links therapeutic interventions to clinical indications or contraindications. Example: [Dexamethasone] -> [Selinexor and Dexamethasone (Sd)],,https://hemonc.org/wiki/HemOncKB_canonical_triples
Hierarchy,Categorical – up,Subject matter of,Subject matter domain of (LOINC),Assigns a concept to a high-level grouping or classification chapter. Example: [Oncology] -> [Oncology Plan of care note],,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Composition,Structural,Subst used by,Substance used by (SNOMED),Defines the inherent chemical constituents or dosage strength. Example: [Vitamin supplement] -> [Vitamin supplement therapy],,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Attribute,Pharmaceutical,Surf character of,Surface characteristic of (SNOMED),Qualifies physical drug delivery properties or dose forms. Example: [Saline-filled smooth breast implant] -> [Smooth],,
Association,Therapeutic,Synth regimen of,Synthetic regimen of(HemOnc),Links therapeutic interventions to clinical indications or contraindications. Example: [PCR (rituximab-abbs)] -> [PCR],,https://hemonc.org/wiki/HemOncKB_canonical_triples
Attribute,Clinical,Targ population of,Target population of (SNOMED),"Qualifies clinical states, statuses (e.g., severity, intent, prescribing status), or general clinical indicators. Example: [Adult population] -> [Hepatitis A virus antigen only adult vaccine product]",,
Identity,Near equivalence,Trade family grp of,Trade family group of (SNOMED),"Links commercial or contextually similar entities (e.g., brand names, biosimilars, external maps).",,
Identity,Near equivalence,Tradename of,Tradename of (RxNorm),"Links commercial or contextually similar entities (e.g., brand names, biosimilars, external maps). Example: [0.5 ML hepatitis B immune globulin 217 UNT/ML Prefilled Syringe [Bayhep B]] -> [0.5 ML hepatitis B immune globulin 217 UNT/ML Prefilled Syringe]",Navigation link between Clinical (Generic) and Branded concepts.,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-RXNORM_EXTENSION#result
Association,Mechanistic,Transcribes to,Genomic DNA transcribes to mRNA,Links substances to functional biological pathways or mechanisms. Example: [HRAS on GRCh38 chr11: Deletion in position 534287 to 534288 and Insertion of TT measurement] -> [HRAS transcript: Deletion in position 35 to 36 and Insertion of AA measurement],,
Association,Mechanistic,Translates to,mRNA Translates to protein,Links substances to functional biological pathways or mechanisms. Example: [APC transcript: Deletion in position 3317 measurement] -> [APC protein: Frameshift substitution in position 1106 of G replaced by E followed by a new reading frame extending for 20 amino acids measurement],,
Association,Administrative,Typ bill - Freq Code,Typ bill Full to Frequency code (UB04),"Operational link for system billing, metadata, dictionaries, or encounter tracking.",,
Association,Administrative,Typ bill - Typ bill3,Typ bill Full to Typ bill 3 digits (UB04),"Operational link for system billing, metadata, dictionaries, or encounter tracking.",,
Identity,Exact equivalence,Type mapped from,Type concept to non-standard map (OMOP),Direct semantic identity or mapping rule across different vocabularies.,,
Hierarchy,Categorical – up,Type of,Type of,Assigns a concept to a high-level grouping or classification chapter. Example: [Numeric] -> [Size of Lymph Nodes],,
Association,Administrative,Type of service of,Type of service of (LOINC),"Operational link for system billing, metadata, dictionaries, or encounter tracking. Example: [Visit notification] -> [Visit notification]",,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Identity,Version lineage,UCUM replaces,Concept replaces (UCUM),Handles lifecycle transitions and deprecated concept history.,,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Identity,Exact equivalence,Unit mapped from,Unit concept to non-standard map (OMOP),Direct semantic identity or mapping rule across different vocabularies. Example: [counts per minute] -> [Bicycle speed],,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Attribute,Measurement,Unit of presen of,Unit of presentation of (SNOMED),"Defines metrics, scales, units, and quantitative properties of an observation. Example: [Actuation] -> [Product containing precisely fluticasone propionate 125 microgram and salmeterol (as salmeterol xinafoate) 25 microgram/actuation pressurized conventional release suspension for inhalation]",,
Association,Administrative,Unit of prod use of,Unit relating to the entity that can be handled of (DM+D),"Operational link for system billing, metadata, dictionaries, or encounter tracking. Example: [Tablet - unit of product usage] -> [Levothyroxine sodium 25 microgram oral tablet]",,
Attribute,Procedural,Using acc device,Using access device (SNOMED),"Defines execution technicalities like route of administration, method, or device used. Example: [Fibreoptic endoscopic coagulation of oesophageal lesion haemorrhage] -> [Endoscope]",Using access device (attribute) specifies the instrument or equipment used to access the site of a procedure.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/procedure/procedure-defining-attributes/index#using-access-device
Attribute,Procedural,Using energy,Using energy (SNOMED),"Defines execution technicalities like route of administration, method, or device used. Example: [Photodynamic laser therapy to lesion of skin] -> [Light]",Using energy (attribute) refers to the energy used to execute an action.,
Association,Diagnostic,Using finding inform,Using finding informer (SNOMED),Links diagnostic evidence or tests to a clinical concept/state. Example: [Urinary symptoms] -> [Subject of record or other provider of history],Specifies the person or other entity from which the clinical finding information was obtained. It is not about the particular individual but about the category or type of informer. It is used to differentiate patient-reported symptoms from provider-determined signs.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/clinical-finding-and-disorder/clinical-finding-defining-attributes#finding-informer
